50,2000,8000,8,1,6,56,44
115,512,6000,16,1,6,45,35
1100,512,1500,0,1,1,7,18
250,512,4000,0,1,7,25,24
26,8000,32000,64,12,16,248,275
35,8000,32000,64,8,24,370,270
1500,768,2000,0,0,0,18,20
72,2000,8000,16,6,8,105,48
124,1000,8000,0,1,8,42,37
320,128,6000,0,1,12,23,28
26,8000,32000,64,8,32,318,290
25,1310,2620,131,12,24,368,102
115,2000,8000,16,1,3,50,46
17,4000,16000,32,6,12,133,116
26,16000,32000,64,16,24,465,361
90,256,1000,0,3,10,17,18
320,512,8000,4,1,5,40,36
140,2000,32000,32,1,54,189,181
180,512,4000,0,1,3,14,24
50,4000,16000,64,5,10,111,119
56,4000,12000,0,1,8,42,62
70,4000,12000,8,6,8,75,67
105,1000,4000,0,3,24,32,28
250,512,4000,0,4,7,50,24
60,2000,8000,65,1,8,92,70
200,512,16000,0,4,32,35,64
100,1000,8000,24,2,6,26,46
56,4000,16000,0,1,8,46,78
38,8000,24000,160,4,8,140,281
26,8000,24000,32,8,16,173,183
300,384,12000,6,1,24,53,50
180,512,4000,0,1,3,21,24
300,1000,4000,8,3,64,38,30
250,1000,16000,1,1,8,50,64
26,8000,32000,0,8,24,277,220
143,2300,6200,0,6,64,61,40
150,512,4000,0,8,128,30,33
160,1000,8000,16,1,14,60,43
900,2000,4000,0,3,6,37,28
56,5240,20970,30,12,24,106,138
900,1000,4000,4,1,2,18,26
